,source_TD_label,source_Network,source_coordX,source_coordY,source_coordZ,target_TD_label,target_Network,target_coordX,target_coordY,target_coordZ,value
0,mFG,CON,-4,4,52,Insula,Auditory,32,-28,12,0.73
1,IPL,CON,56,-28,32,Insula,Auditory,32,-28,12,0.67
2,SFG,CON,20,-8,64,Insula,Auditory,32,-28,12,0.74
3,SFG,CON,-16,-4,72,mFG,CON,-4,4,52,0.68
4,SFG,CON,-16,-4,72,IPL,CON,56,-28,32,0.71
5,CG,CON,-12,-4,44,Insula,Auditory,32,-28,12,0.71
6,CG,CON,-12,-4,44,SFG,CON,-16,-4,72,0.68
7,LN,CON,36,0,-4,Insula,Auditory,32,-28,12,0.69
8,LN,CON,36,0,-4,IPL,CON,56,-28,32,0.68
9,MTG,DMN,-40,-76,24,Insula,Auditory,32,-28,12,0.79
10,MTG,DMN,-40,-76,24,Insula,Auditory,64,-32,20,0.74
11,MTG,DMN,-40,-76,24,Transverse Temporal,Auditory,56,-16,8,0.69
12,MTG,DMN,-40,-76,24,STG,Auditory,-40,-32,16,0.71
13,MTG,DMN,-40,-76,24,STG,Auditory,-48,-28,4,0.69
14,MTG,DMN,-40,-76,24,SFG,CON,-16,-4,72,0.74
15,mFG,DMN,4,68,-4,Insula,Auditory,32,-28,12,0.77
16,mFG,DMN,4,68,-4,SFG,CON,-16,-4,72,0.71
17,mFG,DMN,8,48,-16,mFG,CON,-4,4,52,0.78
18,mFG,DMN,8,48,-16,IPL,CON,56,-28,32,0.73
19,mFG,DMN,8,48,-16,SFG,CON,20,-8,64,0.76
20,mFG,DMN,8,48,-16,CG,CON,-12,-4,44,0.73
21,mFG,DMN,8,48,-16,MTG,DMN,-40,-76,24,0.75
22,mFG,DMN,8,48,-16,mFG,DMN,4,68,-4,0.74
23,PHG,DMN,-12,-40,0,mFG,CON,-4,4,52,0.77
24,PHG,DMN,-12,-40,0,IPL,CON,56,-28,32,0.73
25,PHG,DMN,-12,-40,0,SFG,CON,20,-8,64,0.75
26,PHG,DMN,-12,-40,0,CG,CON,-12,-4,44,0.68
27,PHG,DMN,-12,-40,0,MTG,DMN,-40,-76,24,0.76
28,PHG,DMN,-12,-40,0,mFG,DMN,4,68,-4,0.74
29,mFG,DMN,-16,64,-8,mFG,CON,-4,4,52,0.7
30,mFG,DMN,-16,64,-8,IPL,CON,56,-28,32,0.68
31,mFG,DMN,-16,64,-8,SFG,CON,20,-8,64,0.69
32,mFG,DMN,-16,64,-8,MTG,DMN,-40,-76,24,0.72
33,mFG,DMN,-16,64,-8,mFG,DMN,4,68,-4,0.71
34,MTG,DMN,-44,-60,20,Insula,Auditory,44,-24,20,0.69
35,MTG,DMN,-44,-60,20,Insula,Auditory,-52,-20,24,0.68
36,MTG,DMN,-44,-60,20,Insula,CON,-44,0,8,0.67
37,MTG,DMN,-44,-60,20,MTG,DMN,-40,-76,24,0.76
38,MTG,DMN,-44,-60,20,mFG,DMN,4,68,-4,0.74
39,MTG,DMN,44,-72,28,MTG,DMN,-44,-60,20,0.68
40,STG,DMN,-44,12,-36,mFG,CON,-4,4,52,0.78
41,STG,DMN,-44,12,-36,IPL,CON,56,-28,32,0.69
42,STG,DMN,-44,12,-36,SFG,CON,20,-8,64,0.73
43,STG,DMN,-44,12,-36,LN,CON,36,0,-4,0.72
44,STG,DMN,-44,12,-36,SFG,CON,12,0,68,0.72
45,STG,DMN,-44,12,-36,MTG,DMN,-40,-76,24,0.68
46,STG,DMN,44,16,-32,MTG,DMN,-44,-60,20,0.68
47,MTG,DMN,-68,-24,-16,mFG,CON,-4,4,52,0.74
48,MTG,DMN,-68,-24,-16,IPL,CON,56,-28,32,0.74
49,MTG,DMN,-68,-24,-16,SFG,CON,20,-8,64,0.72
50,MTG,DMN,-68,-24,-16,CG,CON,-12,-4,44,0.68
51,MTG,DMN,-68,-24,-16,MTG,DMN,-40,-76,24,0.68
52,MTG,DMN,-68,-24,-16,mFG,DMN,4,68,-4,0.7
53,MTG,DMN,-44,-64,36,SFG,CON,20,-8,64,0.71
54,MTG,DMN,-44,-64,36,MTG,DMN,-40,-76,24,0.77
55,MTG,DMN,-44,-64,36,mFG,DMN,4,68,-4,0.73
56,PrCu,DMN,-40,-76,44,CG,CON,-12,-4,44,0.68
57,PrCu,DMN,-40,-76,44,MTG,DMN,-40,-76,24,0.74
58,PrCu,DMN,-40,-76,44,mFG,DMN,4,68,-4,0.71
59,PostCing,DMN,-8,-56,28,mFG,CON,-4,4,52,0.71
60,PostCing,DMN,-8,-56,28,mFG,DMN,4,68,-4,0.73
61,PrCu,DMN,4,-60,36,SFG,CON,12,0,68,0.69
62,PostCing,DMN,-4,-48,12,mFG,CON,-4,4,52,0.73
63,PostCing,DMN,-4,-48,12,IPL,CON,56,-28,32,0.68
64,PostCing,DMN,-4,-48,12,SFG,CON,20,-8,64,0.68
65,PostCing,DMN,-4,-48,12,LN,CON,36,0,-4,0.71
66,PostCing,DMN,-4,-48,12,SFG,CON,12,0,68,0.7
67,CG,DMN,8,-48,32,Insula,Auditory,32,-28,12,0.68
68,CG,DMN,8,-48,32,mFG,DMN,8,48,-16,0.7
69,CG,DMN,8,-48,32,STG,DMN,-44,12,-36,0.67
70,PrCu,DMN,16,-64,24,MTG,DMN,-40,-76,24,0.72
71,PrCu,DMN,16,-64,24,mFG,DMN,4,68,-4,0.7
72,PrCu,DMN,16,-64,24,PostCing,DMN,-8,-56,28,0.68
73,CG,DMN,-4,-36,44,MTG,DMN,-40,-76,24,0.75
74,CG,DMN,-4,-36,44,mFG,DMN,4,68,-4,0.68
75,PostCing,DMN,12,-52,16,MTG,DMN,-40,-76,24,0.72
76,PostCing,DMN,12,-52,16,mFG,DMN,4,68,-4,0.69
77,STG,DMN,52,-60,36,MTG,DMN,-40,-76,24,0.72
78,STG,DMN,52,-60,36,mFG,DMN,4,68,-4,0.69
79,SFG,DMN,24,32,48,mFG,DMN,8,48,-16,0.69
80,MFG,DMN,-36,20,52,mFG,DMN,8,48,-16,0.69
81,SFG,DMN,12,56,40,mFG,DMN,4,68,-4,0.68
82,PrCu,DAN,8,-60,60,Insula,Auditory,32,-28,12,0.72
83,PrCu,DAN,8,-60,60,Transverse Temporal,Auditory,56,-16,8,0.71
84,PrCu,DAN,8,-60,60,mFG,CON,8,8,52,0.68
85,PrCu,DAN,8,-60,60,mFG,DMN,8,48,-16,0.73
86,PrCu,DAN,8,-60,60,MTG,DMN,-44,-64,36,0.69
87,PrCu,DAN,8,-60,60,PrCu,DMN,16,-64,24,0.68
88,PrCu,DAN,8,-60,60,CG,DMN,-4,-36,44,0.69
89,MTG,DAN,-52,-64,4,mFG,CON,-4,4,52,0.77
90,MTG,DAN,-52,-64,4,IPL,CON,56,-28,32,0.69
91,MTG,DAN,-52,-64,4,SFG,CON,20,-8,64,0.75
92,MTG,DAN,-52,-64,4,CG,CON,-12,-4,44,0.72
93,MTG,DAN,-52,-64,4,LN,CON,36,0,-4,0.74
94,MTG,DAN,-52,-64,4,SFG,CON,12,0,68,0.69
95,MTG,DAN,-52,-64,4,Insula,CON,48,8,0,0.69
96,MTG,DAN,-52,-64,4,MTG,DMN,-40,-76,24,0.75
97,MTG,DAN,-52,-64,4,mFG,DMN,4,68,-4,0.7
98,MTG,DAN,-52,-64,4,PrCu,DMN,16,-64,24,0.7
99,PrCu,DAN,20,-64,48,Insula,Auditory,32,-28,12,0.73
100,PrCu,DAN,20,-64,48,Insula,Auditory,64,-32,20,0.73
101,PrCu,DAN,20,-64,48,Transverse Temporal,Auditory,56,-16,8,0.68
102,PrCu,DAN,20,-64,48,STG,Auditory,-40,-32,16,0.69
103,PrCu,DAN,20,-64,48,SFG,CON,-16,-4,72,0.7
104,PrCu,DAN,20,-64,48,mFG,DMN,8,48,-16,0.7
105,PrCu,DAN,20,-64,48,PHG,DMN,-12,-40,0,0.72
106,PrCu,DAN,20,-64,48,mFG,DMN,-16,64,-8,0.68
107,PrCu,DAN,20,-64,48,MTG,DMN,-44,-64,36,0.68
108,PrCu,DAN,20,-64,48,MTG,DAN,-52,-64,4,0.71
109,MTG,DAN,48,-60,4,IPL,CON,56,-28,32,0.69
110,MTG,DAN,48,-60,4,SFG,CON,20,-8,64,0.68
111,MTG,DAN,48,-60,4,CG,CON,-12,-4,44,0.7
112,MTG,DAN,48,-60,4,MTG,DMN,-40,-76,24,0.77
113,MTG,DAN,48,-60,4,mFG,DMN,4,68,-4,0.76
114,MTG,DAN,48,-60,4,PrCu,DAN,8,-60,60,0.76
115,MTG,DAN,48,-60,4,PrCu,DAN,20,-64,48,0.69
116,SPL,DAN,24,-60,60,Insula,Auditory,-52,-20,24,0.68
117,SPL,DAN,24,-60,60,IPL,CON,56,-28,32,0.69
118,SPL,DAN,24,-60,60,CG,CON,-12,-4,44,0.69
119,SPL,DAN,24,-60,60,MTG,DMN,-40,-76,24,0.79
120,SPL,DAN,24,-60,60,mFG,DMN,4,68,-4,0.75
121,SPL,DAN,24,-60,60,MTG,DMN,44,-72,28,0.68
122,SPL,DAN,24,-60,60,PostCing,DMN,-12,-56,16,0.68
123,SPL,DAN,24,-60,60,PrCu,DAN,20,-64,48,0.7
124,IPL,DAN,-32,-48,48,Insula,Auditory,32,-28,12,0.75
125,IPL,DAN,-32,-48,48,Insula,Auditory,64,-32,20,0.7
126,IPL,DAN,-32,-48,48,SFG,CON,-16,-4,72,0.71
127,IPL,DAN,-32,-48,48,mFG,DMN,8,48,-16,0.72
128,IPL,DAN,-32,-48,48,PHG,DMN,-12,-40,0,0.7
129,IPL,DAN,-32,-48,48,mFG,DMN,-16,64,-8,0.69
130,IPL,DAN,-32,-48,48,STG,DMN,-44,12,-36,0.75
131,IPL,DAN,-32,-48,48,PostCing,DMN,-8,-56,28,0.7
132,IPL,DAN,-32,-48,48,MTG,DAN,-52,-64,4,0.74
133,PrCu,DAN,-28,-72,36,MTG,DAN,-52,-64,4,0.69
134,MFG,DAN,-32,0,56,mFG,DMN,8,48,-16,0.71
135,FFG,DAN,-44,-60,-8,Insula,Auditory,32,-28,12,0.69
136,FFG,DAN,-44,-60,-8,SFG,CON,-16,-4,72,0.68
137,FFG,DAN,-44,-60,-8,LN,CON,36,0,-4,0.68
138,SPL,DAN,-16,-60,64,MTG,DMN,-40,-76,24,0.69
139,SPL,DAN,-16,-60,64,mFG,DMN,4,68,-4,0.72
140,SPL,DAN,-16,-60,64,MTG,DMN,44,-72,28,0.7
141,SPL,DAN,-16,-60,64,PostCing,DMN,-12,-56,16,0.69
142,SPL,DAN,-16,-60,64,FFG,DAN,-44,-60,-8,0.68
143,MFG,DAN,28,-4,52,mFG,DMN,8,48,-16,0.7
144,PreCent,FPN,-44,0,44,Insula,Auditory,32,-28,12,0.73
145,PreCent,FPN,-44,0,44,SFG,CON,-16,-4,72,0.7
146,PreCent,FPN,-44,0,44,PHG,DMN,-12,-40,0,0.69
147,PreCent,FPN,-44,0,44,MTG,DMN,-44,-60,20,0.7
148,PreCent,FPN,-44,0,44,MTG,DMN,-44,-64,36,0.71
149,PreCent,FPN,-44,0,44,SPL,DAN,24,-60,60,0.7
150,PreCent,FPN,-44,0,44,SPL,DAN,-16,-60,64,0.7
151,MFG,FPN,48,24,28,Transverse Temporal,Auditory,56,-16,8,0.69
152,MFG,FPN,48,24,28,LN,CON,36,0,-4,0.68
153,MFG,FPN,48,24,28,mFG,CON,8,8,52,0.68
154,MFG,FPN,48,24,28,CG,DMN,-4,-36,44,0.68
155,MFG,FPN,48,24,28,MTG,DAN,48,-60,4,0.74
156,IFG,FPN,-48,12,24,Insula,Auditory,32,-28,12,0.74
157,IFG,FPN,-48,12,24,PHG,DMN,-12,-40,0,0.7
158,IFG,FPN,-48,12,24,mFG,DMN,-16,64,-8,0.68
159,IFG,FPN,-48,12,24,MTG,DMN,-44,-60,20,0.71
160,IFG,FPN,-48,12,24,MTG,DMN,-44,-64,36,0.68
161,IFG,FPN,-48,12,24,MTG,DAN,-52,-64,4,0.68
162,IPL,FPN,-52,-48,44,Insula,Auditory,32,-28,12,0.7
163,IPL,FPN,-52,-48,44,MTG,DMN,-44,-60,20,0.72
164,IPL,FPN,-52,-48,44,MTG,DMN,-44,-64,36,0.69
165,SFG,FPN,-24,12,64,Insula,Auditory,32,-28,12,0.7
166,SFG,FPN,-24,12,64,STG,Auditory,-40,-32,16,0.69
167,SFG,FPN,-24,12,64,SFG,CON,-16,-4,72,0.69
168,SFG,FPN,-24,12,64,MTG,DMN,-44,-60,20,0.71
169,SFG,FPN,-24,12,64,MTG,DMN,-44,-64,36,0.68
170,ITG,FPN,60,-52,-12,Insula,Auditory,32,-28,12,0.71
171,ITG,FPN,60,-52,-12,Insula,Auditory,64,-32,20,0.67
172,ITG,FPN,60,-52,-12,SFG,CON,-16,-4,72,0.68
173,ITG,FPN,60,-52,-12,MTG,DMN,-44,-60,20,0.69
174,ACC,FPN,24,44,-16,Insula,Auditory,32,-28,12,0.71
175,ACC,FPN,24,44,-16,MTG,DMN,-44,-60,20,0.68
176,ACC,FPN,24,44,-16,STG,DMN,-44,12,-36,0.68
177,PreCent,FPN,48,8,32,mFG,DMN,8,48,-16,0.7
178,PreCent,FPN,-40,4,32,mFG,DMN,8,48,-16,0.69
179,MFG,FPN,40,44,16,MTG,DAN,48,-60,4,0.68
180,IPL,FPN,44,-52,48,SFG,CON,-16,-4,72,0.68
181,PrCu,Salience,12,-40,52,Insula,Auditory,32,-28,12,0.83
182,PrCu,Salience,12,-40,52,Insula,Auditory,64,-32,20,0.77
183,PrCu,Salience,12,-40,52,Transverse Temporal,Auditory,56,-16,8,0.7
184,PrCu,Salience,12,-40,52,STG,Auditory,-40,-32,16,0.72
185,PrCu,Salience,12,-40,52,STG,Auditory,-48,-28,4,0.72
186,PrCu,Salience,12,-40,52,Insula,Auditory,44,-24,20,0.68
187,PrCu,Salience,12,-40,52,Insula,Auditory,-48,-36,24,0.7
188,PrCu,Salience,12,-40,52,SFG,CON,-16,-4,72,0.76
189,PrCu,Salience,12,-40,52,mFG,CON,8,8,52,0.67
190,PrCu,Salience,12,-40,52,mFG,DMN,8,48,-16,0.8
191,PrCu,Salience,12,-40,52,PHG,DMN,-12,-40,0,0.78
192,PrCu,Salience,12,-40,52,mFG,DMN,-16,64,-8,0.74
193,PrCu,Salience,12,-40,52,MTG,DMN,-44,-60,20,0.79
194,PrCu,Salience,12,-40,52,MTG,DMN,-44,-64,36,0.75
195,PrCu,Salience,12,-40,52,PrCu,DMN,-40,-76,44,0.79
196,PrCu,Salience,12,-40,52,PrCu,DMN,16,-64,24,0.72
197,PrCu,Salience,12,-40,52,CG,DMN,-4,-36,44,0.71
198,PrCu,Salience,12,-40,52,PostCing,DMN,12,-52,16,0.72
199,PrCu,Salience,12,-40,52,STG,DMN,52,-60,36,0.75
200,PrCu,Salience,12,-40,52,SFG,DMN,-12,56,40,0.68
201,PrCu,Salience,12,-40,52,MTG,DAN,-52,-64,4,0.74
202,PrCu,Salience,12,-40,52,MTG,DAN,48,-60,4,0.77
203,PrCu,Salience,12,-40,52,SPL,DAN,24,-60,60,0.8
204,PrCu,Salience,12,-40,52,SPL,DAN,-16,-60,64,0.72
205,Supramarginal,Salience,56,-44,36,Insula,Auditory,32,-28,12,0.7
206,Supramarginal,Salience,56,-44,36,mFG,DMN,8,48,-16,0.74
207,Supramarginal,Salience,56,-44,36,PHG,DMN,-12,-40,0,0.76
208,Supramarginal,Salience,56,-44,36,mFG,DMN,-16,64,-8,0.68
209,Supramarginal,Salience,56,-44,36,STG,DMN,-44,12,-36,0.7
210,Supramarginal,Salience,56,-44,36,MTG,DMN,-68,-24,-16,0.73
211,Supramarginal,Salience,56,-44,36,PostCing,DMN,-4,-48,12,0.69
212,Supramarginal,Salience,56,-44,36,MTG,DAN,-52,-64,4,0.72
213,MFG,Salience,44,0,48,PHG,DMN,-12,-40,0,0.68
214,MFG,Salience,44,0,48,MTG,DMN,-68,-24,-16,0.68
215,MFG,Salience,32,32,28,Insula,Auditory,32,-28,12,0.72
216,MFG,Salience,32,32,28,SFG,CON,-16,-4,72,0.7
217,MFG,Salience,32,32,28,mFG,DMN,8,48,-16,0.72
218,MFG,Salience,32,32,28,PHG,DMN,-12,-40,0,0.71
219,MFG,Salience,32,32,28,STG,DMN,-44,12,-36,0.7
220,MFG,Salience,32,32,28,MTG,DAN,-52,-64,4,0.76
221,IFG,Salience,48,24,8,MTG,DMN,-40,-76,24,0.72
222,IFG,Salience,48,24,8,mFG,DMN,4,68,-4,0.69
223,IFG,Salience,48,24,8,PrCu,DAN,8,-60,60,0.75
224,IFG,Salience,48,24,8,PrCu,DAN,20,-64,48,0.7
225,IFG,Salience,48,24,8,FFG,DAN,-44,-60,-8,0.71
226,IFG,Salience,48,24,8,MFG,DAN,28,-4,52,0.68
227,IFG,Salience,48,24,8,PreCent,FPN,-44,0,44,0.68
228,IFG,Salience,48,24,8,MFG,FPN,48,24,28,0.75
229,IFG,Salience,48,24,8,PreCent,FPN,48,8,32,0.68
230,IFG,Salience,48,24,8,PrCu,Salience,12,-40,52,0.72
231,Insula,Salience,-36,20,0,MTG,DMN,-40,-76,24,0.72
232,Insula,Salience,-36,20,0,mFG,DMN,4,68,-4,0.68
233,Insula,Salience,-36,20,0,PreCent,FPN,-44,0,44,0.68
234,Insula,Salience,-36,20,0,PrCu,Salience,12,-40,52,0.73
235,Insula,Salience,36,20,4,MTG,DMN,-40,-76,24,0.71
236,Insula,Salience,36,20,4,mFG,DMN,4,68,-4,0.74
237,Insula,Salience,36,20,4,PrCu,DAN,8,-60,60,0.71
238,Insula,Salience,36,20,4,PreCent,FPN,-44,0,44,0.68
239,Insula,Salience,36,20,4,MFG,FPN,48,24,28,0.7
240,Insula,Salience,36,20,4,MFG,FPN,32,56,-12,0.68
241,Insula,Salience,36,20,4,PrCu,Salience,12,-40,52,0.72
242,IFG,Salience,36,32,-4,PrCu,DAN,-28,-72,36,0.68
243,Claustrum,Salience,32,16,-8,MTG,DMN,-40,-76,24,0.72
244,Claustrum,Salience,32,16,-8,PrCu,DAN,8,-60,60,0.71
245,Claustrum,Salience,32,16,-8,MFG,FPN,48,24,28,0.7
246,Claustrum,Salience,32,16,-8,PrCu,Salience,12,-40,52,0.7
247,CG,Salience,-12,24,24,MTG,DMN,-44,-60,20,0.7
248,CG,Salience,0,32,28,STG,DMN,-44,12,-36,0.68
249,CG,Salience,0,32,28,MTG,DAN,-52,-64,4,0.71
250,CG,Salience,4,24,36,PrCu,DAN,-28,-72,36,0.7
251,PrCu,SSM,-8,-52,60,Insula,Auditory,32,-28,12,0.76
252,PrCu,SSM,-8,-52,60,SFG,CON,-16,-4,72,0.73
253,PrCu,SSM,-8,-52,60,mFG,DMN,8,48,-16,0.76
254,PrCu,SSM,-8,-52,60,PHG,DMN,-12,-40,0,0.78
255,PrCu,SSM,-8,-52,60,mFG,DMN,-16,64,-8,0.73
256,PrCu,SSM,-8,-52,60,MTG,DMN,-44,-60,20,0.75
257,PrCu,SSM,-8,-52,60,STG,DMN,-44,12,-36,0.72
258,PrCu,SSM,-8,-52,60,MTG,DMN,-68,-24,-16,0.72
259,PrCu,SSM,-8,-52,60,MTG,DMN,-44,-64,36,0.7
260,PrCu,SSM,-8,-52,60,PrCu,DMN,-40,-76,44,0.73
261,PrCu,SSM,-8,-52,60,PostCing,DMN,-8,-56,28,0.7
262,PrCu,SSM,-8,-52,60,PostCing,DMN,12,-52,16,0.68
263,PrCu,SSM,-8,-52,60,MTG,DAN,-52,-64,4,0.77
264,PrCu,SSM,-8,-52,60,MTG,DAN,48,-60,4,0.71
265,PrCu,SSM,-8,-52,60,SPL,DAN,24,-60,60,0.71
266,PrCu,SSM,-8,-52,60,SPL,DAN,-16,-60,64,0.68
267,PrCu,SSM,-8,-52,60,IFG,Salience,48,24,8,0.68
268,PrCu,SSM,-8,-52,60,Insula,Salience,-36,20,0,0.67
269,CG,SSM,-12,-16,40,Insula,Auditory,32,-28,12,0.77
270,CG,SSM,-12,-16,40,Insula,Auditory,64,-32,20,0.68
271,CG,SSM,-12,-16,40,Transverse Temporal,Auditory,56,-16,8,0.68
272,CG,SSM,-12,-16,40,STG,Auditory,-40,-32,16,0.68
273,CG,SSM,-12,-16,40,SFG,CON,-16,-4,72,0.71
274,CG,SSM,-12,-16,40,mFG,DMN,8,48,-16,0.7
275,CG,SSM,-12,-16,40,PHG,DMN,-12,-40,0,0.71
276,CG,SSM,-12,-16,40,mFG,DMN,-16,64,-8,0.74
277,CG,SSM,-12,-16,40,MTG,DMN,-44,-60,20,0.73
278,CG,SSM,-12,-16,40,MTG,DMN,-68,-24,-16,0.68
279,CG,SSM,-12,-16,40,MTG,DMN,-44,-64,36,0.7
280,CG,SSM,-12,-16,40,PrCu,DMN,-40,-76,44,0.7
281,CG,SSM,-12,-16,40,PostCing,DMN,12,-52,16,0.68
282,CG,SSM,-12,-16,40,MTG,DAN,-52,-64,4,0.72
283,CG,SSM,-12,-16,40,MTG,DAN,48,-60,4,0.73
284,CG,SSM,-12,-16,40,SPL,DAN,24,-60,60,0.75
285,ParaCent,SSM,0,-16,48,Insula,Auditory,32,-28,12,0.73
286,ParaCent,SSM,0,-16,48,SFG,CON,-16,-4,72,0.73
287,ParaCent,SSM,0,-16,48,mFG,DMN,8,48,-16,0.75
288,ParaCent,SSM,0,-16,48,PHG,DMN,-12,-40,0,0.74
289,ParaCent,SSM,0,-16,48,mFG,DMN,-16,64,-8,0.72
290,ParaCent,SSM,0,-16,48,MTG,DMN,-44,-60,20,0.73
291,ParaCent,SSM,0,-16,48,STG,DMN,-44,12,-36,0.68
292,ParaCent,SSM,0,-16,48,MTG,DMN,-68,-24,-16,0.71
293,ParaCent,SSM,0,-16,48,PrCu,DMN,-40,-76,44,0.69
294,ParaCent,SSM,0,-16,48,PostCing,DMN,-8,-56,28,0.69
295,ParaCent,SSM,0,-16,48,MTG,DAN,-52,-64,4,0.75
